parent_asin,title,text,rating,retrieval_text,product_title,source
B001QMCJ14,A great career while it lasted,"Finally settled in last night to watch this movie. Let me start by saying that I love a good mystery and that I usually enjoy these kind of movies. Not much more can I say that hasn't been said before. First, the acting was absolutely awful. The movie is so scripted, it's almost as if the actors are reading their lines. The roles and characters are more than predictable (i.e. you have all token nationalities in the 'bad guy' gang, so they are equal opportunity offenders). I found most of the action in the fight scenes to be totally absurd. I could no more see Kim B. slinging a tire iron at someone (and getting it lodged in the victim's nostrils) then my mother doing it. It was almost comical. The underlying piece of Kim's marriage to an abusive man, was also ridiculously scripted and acted (damn, if any housewife kept a house as dirty and junk filled as she did, who wouldn't be yelling at her from time to time?). Anyway, just reliving this movie to write this review is painful. The movie was like a bad Saturday Night Live/MadTV skit. Run, don't walk, from buying or even renting this one.",1.0,"While She Was Out. A great career while it lasted. Finally settled in last night to watch this movie. Let me start by saying that I love a good mystery and that I usually enjoy these kind of movies. Not much more can I say that hasn't been said before. First, the acting was absolutely awful. The movie is so scripted, it's almost as if the actors are reading their lines. The roles and characters are more than predictable (i.e. you have all token nationalities in the 'bad guy' gang, so they are equal opportunity offenders). I found most of the action in the fight scenes to be totally absurd. I could no more see Kim B. slinging a tire iron at someone (and getting it lodged in the victim's nostrils) then my mother doing it. It was almost comical. The underlying piece of Kim's marriage to an abusive man, was also ridiculously scripted and acted (damn, if any housewife kept a house as dirty and junk filled as she did, who wouldn't be yelling at her from time to time?). Anyway, just reliving this movie to write this review is painful. The movie was like a bad Saturday Night Live/MadTV skit. Run, don't walk, from buying or even renting this one.",While She Was Out,review
0792163087,"Not exactly like the book, but good just the same","I bought the DVD of Angela's Ashes after purchasing the audio CD of the book (which I highly, highly recommend). Starting with the audion CD, I was enthralled in listening to Frank McCourt's own voice (almost as if he was telling his whole childhood story just to me). I actually was so disappointed when the book ended (because it had me so captivated), I couldn't wait to see the movie. So, I bought it. Now, the strengths of the movie are that you get to see some beautifulm and tragic, areas of  where the McCourts came from. The acting was pretty good. The bad part for me was that it seemed so depressing. It was raining constantly (which I know it does frequently in Ireland, but not every day and all the time. Even the audio CD talked of days with sunshine. I think the creator/director of the movie was trying awfully hard to make the McCourt's childhood similar to people living in some kind of an abusive/prison type setting. The audio CD had me laughing out loud at some of the most tragic parts of his life, as Frank inserted his phenominal sense of humor into everything. I didn't seem to get that same feel from the movie. Many scenes that were discussed in the book were either left out or glossed over in the movie all together. After hearing the CD, I felt enlightened, enchanted, craving to hear more of his life (so, I bought 'TIS last week). The movie just wanted to make me cry and get on my knees to thank God I wasn't raised in that area of Ireland during the 1940's. I recommend it only if you have read/are going to read the real book behind this. It is worth seeing to be able to relate to the town and scenery that you will hear/read about in the book.",4.0,"Angela's Ashes [DVD]. Not exactly like the book, but good just the same. I bought the DVD of Angela's Ashes after purchasing the audio CD of the book (which I highly, highly recommend). Starting with the audion CD, I was enthralled in listening to Frank McCourt's own voice (almost as if he was telling his whole childhood story just to me). I actually was so disappointed when the book ended (because it had me so captivated), I couldn't wait to see the movie. So, I bought it. Now, the strengths of the movie are that you get to see some beautifulm and tragic, areas of where the McCourts came from. The acting was pretty good. The bad part for me was that it seemed so depressing. It was raining constantly (which I know it does frequently in Ireland, but not every day and all the time. Even the audio CD talked of days with sunshine. I think the creator/director of the movie was trying awfully hard to make the McCourt's childhood similar to people living in some kind of an abusive/prison type setting. The audio CD had me laughing out loud at some of the most tragic parts of his life, as Frank inserted his phenominal sense of humor into everything. I didn't seem to get that same feel from the movie. Many scenes that were discussed in the book were either left out or glossed over in the movie all together. After hearing the CD, I felt enlightened, enchanted, craving to hear more of his life (so, I bought 'TIS last week). The movie just wanted to make me cry and get on my knees to thank God I wasn't raised in that area of Ireland during the 1940's. I recommend it only if you have read/are going to read the real book behind this. It is worth seeing to be able to relate to the town and scenery that you will hear/read about in the book.",Angela's Ashes [DVD],review
B003RFYG7I,Paranormal yet normal,"With relatable characters (despite their otherworldly challenges) & witty humor, Being Human is entertaining, intriguing and satisfying.",5.0,"Untitled. Paranormal yet normal. With relatable characters (despite their otherworldly challenges) & witty humor, Being Human is entertaining, intriguing and satisfying.",Untitled,review
B005V2ZFH0,Gets too highbrow & complex,The series starts to break apart here & the story arc goes from weird to unbelievable. Wracking my brain against every episode is not my form of entertainment.,4.0,Untitled. Gets too highbrow & complex. The series starts to break apart here & the story arc goes from weird to unbelievable. Wracking my brain against every episode is not my form of entertainment.,Untitled,review
B0001I55Y2,Five Stars,My husband loves this show and it was nice to find one on a disc,5.0,Never Cry Wolf. Five Stars. My husband loves this show and it was nice to find one on a disc,Never Cry Wolf,review
B01J4SRJFW,Really Good!,I loved this show! Binge- watched all 8 episodes in one weekend. Can't wait for season 2👍🏼,5.0,Untitled. Really Good!. I loved this show! Binge- watched all 8 episodes in one weekend. Can't wait for season 2👍🏼,Untitled,review
B00Z89L6JW,Great New Show!,"What a great show! Perfect, nice, show for young girls! Looking forward to more episodes :)",5.0,"The Kicks. Great New Show!. What a great show! Perfect, nice, show for young girls! Looking forward to more episodes :)",The Kicks,review
B00X8UKOUK,Five Stars!,Great show! Watched it all in one night it was so funny! Great writing- believable dialogue- and 2 very funny actors! Five stars!👍,5.0,Untitled. Five Stars!. Great show! Watched it all in one night it was so funny! Great writing- believable dialogue- and 2 very funny actors! Five stars!👍,Untitled,review
B00I3MOU4Y,Great show- thumbs up!,This is the coolest show! Thumbs up! It is an Emmy award winning show and great for older kids... Maybe 10-15 ish.. Really different stories and very well done!,5.0,Untitled. Great show- thumbs up!. This is the coolest show! Thumbs up! It is an Emmy award winning show and great for older kids... Maybe 10-15 ish.. Really different stories and very well done!,Untitled,review
B00HY7VG9G,That following,Glad to have the new season available! Now I can keep up since I don't have a DVR but I can watch it when I like.,4.0,Untitled. That following. Glad to have the new season available! Now I can keep up since I don't have a DVR but I can watch it when I like.,Untitled,review
B00EYYKED6,Luther,"So happy the latest season is available! I liked this show a lot, took me awhile to remember<br />how the last season ended since it was awhile between seasons.",5.0,"Untitled. Luther. So happy the latest season is available! I liked this show a lot, took me awhile to remember<br />how the last season ended since it was awhile between seasons.",Untitled,review
B0B8Q4NJ8C,Eh. Waste of time,"I cannot stand when movies are remade and they are NOTHING like the original. It's fine if you want to make a movie but don't use the name of another movie that earned its good reputation. I'm comparing it to the original and the remake that starred Steve Martin.  I was excited to see this and to see this some of the cast but it was not good. The whole premise of the movie was boring and so was the acting. I fell asleep! I woke back up after half an hour of it playing and it was clear nothing had really happened. Also, stop using actors that are not really from where their character is from, it's insulting. When will Hollywood stop doing this?",1.0,"Father of the Bride. Eh. Waste of time. I cannot stand when movies are remade and they are NOTHING like the original. It's fine if you want to make a movie but don't use the name of another movie that earned its good reputation. I'm comparing it to the original and the remake that starred Steve Martin. I was excited to see this and to see this some of the cast but it was not good. The whole premise of the movie was boring and so was the acting. I fell asleep! I woke back up after half an hour of it playing and it was clear nothing had really happened. Also, stop using actors that are not really from where their character is from, it's insulting. When will Hollywood stop doing this?",Father of the Bride,review
B08RVT4CK4,Done with this show,"For one, when is the final episode going to air? It's been several weeks and no 16th episode like it shows there will be.<br /><br />While I usually enjoy the end result, I do not enjoy the show anymore. Ben has become too much to watch. I do not care to see him and his friends screw around and act like kids. It's not funny, it's annoying. I can no longer stand Erin, she is just beyond irritating from her overdone accent to a lot of the things she says makes Home Town awkward and unenjoyable to watch. I think that most HGTV shows can last about 3 seasons before they get to be too much. The people on the shows change and become know it alls or become unbearable to watch. It's really too bad that is how it usually becomes on this network.",1.0,"Untitled. Done with this show. For one, when is the final episode going to air? It's been several weeks and no 16th episode like it shows there will be.<br /><br />While I usually enjoy the end result, I do not enjoy the show anymore. Ben has become too much to watch. I do not care to see him and his friends screw around and act like kids. It's not funny, it's annoying. I can no longer stand Erin, she is just beyond irritating from her overdone accent to a lot of the things she says makes Home Town awkward and unenjoyable to watch. I think that most HGTV shows can last about 3 seasons before they get to be too much. The people on the shows change and become know it alls or become unbearable to watch. It's really too bad that is how it usually becomes on this network.",Untitled,review
B08X6JFYT9,Here we go again,"So for all of those who think by buying the current season you will get to see all episodes before they even air, learn how this works. You will get the next episode AFTER it airs on the Hallmark channel. Now if only Hallmark would release it to Amazon in a timely manner, the show should be waiting for you the next morning. But Hallmark shows rarely show up the way other networks do.<br /><br />As far as the show, it has been terrible this season! This is no longer a feel good show that most of us go to Hallmark for. They have over done it on all the negativity with a few of the female characters this season. It’s one thing to show the couple’s having an issue here and there but the whole season has been about Clara being angry with Jesse and with Faith making sure Carson knows how much he keeps messing up. Elizabeth's character is the most unlikeable person at this point. She is rude, bitter and all around totally unpleasant. The love triangle gets really old and they’ve over done it with this one on this show. Who cares at this point who Elizabeth picks and who cares what happens to her character?",1.0,"Untitled. Here we go again. So for all of those who think by buying the current season you will get to see all episodes before they even air, learn how this works. You will get the next episode AFTER it airs on the Hallmark channel. Now if only Hallmark would release it to Amazon in a timely manner, the show should be waiting for you the next morning. But Hallmark shows rarely show up the way other networks do.<br /><br />As far as the show, it has been terrible this season! This is no longer a feel good show that most of us go to Hallmark for. They have over done it on all the negativity with a few of the female characters this season. It’s one thing to show the couple’s having an issue here and there but the whole season has been about Clara being angry with Jesse and with Faith making sure Carson knows how much he keeps messing up. Elizabeth's character is the most unlikeable person at this point. She is rude, bitter and all around totally unpleasant. The love triangle gets really old and they’ve over done it with this one on this show. Who cares at this point who Elizabeth picks and who cares what happens to her character?",Untitled,review
B01L3F61RQ,How does this show have the ratings?,"I don't get it, I tried to like this show but it is horrible. The laugh track is ridiculous and maybe if there was less fake laughter it’d be more tolerable.  I guess the acting is okay but I personally do not like most of the characters so needless to say, this show isn't for me.",1.0,"Untitled. How does this show have the ratings?. I don't get it, I tried to like this show but it is horrible. The laugh track is ridiculous and maybe if there was less fake laughter it’d be more tolerable. I guess the acting is okay but I personally do not like most of the characters so needless to say, this show isn't for me.",Untitled,review
B07PND31HD,Pleasant surprise,"I wish there were more delightful movies like this one. The acting was excellent and right on by everyone in this movie. It shows us that as we age, we can still have the things we did when we were younger. And the second time around can be better than the first time for many.",5.0,"Untitled. Pleasant surprise. I wish there were more delightful movies like this one. The acting was excellent and right on by everyone in this movie. It shows us that as we age, we can still have the things we did when we were younger. And the second time around can be better than the first time for many.",Untitled,review
B08DX1WFWK,"Absurd movie, horrible acting","**Spoilers** This was just so ridiculous. So we get it, some people would do anything to protect their children. But this child is a messed up little girl. Not only do they not confess to the police regarding what they thought was the death of a child, they try to set her father up and then end up killing him. As he begs for his life, they just stand there and watch him die and they don’t show any remorse. Once they find out it was all a “joke” they seriously don't act that upset towards their freak of a daughter. This was just such a waste of so many things, including my time!",1.0,"Untitled. Absurd movie, horrible acting. **Spoilers** This was just so ridiculous. So we get it, some people would do anything to protect their children. But this child is a messed up little girl. Not only do they not confess to the police regarding what they thought was the death of a child, they try to set her father up and then end up killing him. As he begs for his life, they just stand there and watch him die and they don’t show any remorse. Once they find out it was all a “joke” they seriously don't act that upset towards their freak of a daughter. This was just such a waste of so many things, including my time!",Untitled,review
B005LTHT72,I LOVE Madea,"I don't think there is a movie that makes me laugh as much as this one has, not in a long time anyway. I enjoy most of Tyler Perry's movies. There is so much comedy but also so much truth to them when it comes to showing family disfunction. I love how Madea took care of everything in this one, she put everyone in their place, got the couples to work out their issues. The ending was funny, I think Perry nailed it with how follks behave on that show.",5.0,"Untitled. I LOVE Madea. I don't think there is a movie that makes me laugh as much as this one has, not in a long time anyway. I enjoy most of Tyler Perry's movies. There is so much comedy but also so much truth to them when it comes to showing family disfunction. I love how Madea took care of everything in this one, she put everyone in their place, got the couples to work out their issues. The ending was funny, I think Perry nailed it with how follks behave on that show.",Untitled,review
B07R6YJMW5,Pretty bad acting,"I wanted to like this movie but the acting was pretty bad. Also, the graffics when they were driving were HORRIBLE. It totally distracted me from listening to what was being said. I'm usually a sucker for these sappy, Christmas movies but this one just didn't cut it for me.",2.0,"A Husband For Christmas. Pretty bad acting. I wanted to like this movie but the acting was pretty bad. Also, the graffics when they were driving were HORRIBLE. It totally distracted me from listening to what was being said. I'm usually a sucker for these sappy, Christmas movies but this one just didn't cut it for me.",A Husband For Christmas,review
B07FCSYS8G,It was good,"Many people who left a one star review of this movie obviously didn't even watch it and this is not the type of movie you can tell what the rest of the movie will give you just by watching the first hand full of minutes. **Spoilers** Yes the whole Samuel L. Jackson thing was strange, but after you get past that, it gets better. And if you watch it you’ll see how they dress up as Pulp Fiction characters and they watch Pulp Fiction in the movie, maybe if you don’t get this movie, you wouldn’t get that because you certainly wouldn’t appreciate Tarantino movies if you find so much fault with Life Itself. That being said, this movie moves through the lives of many people who are connected. There is a lot of death but death is part of life and I guess I focused more on the living and loving part. The love story of Sergio and Isabel is beautiful but somewhat tragic, he felt he couldn’t give her or his son what they needed so he left. It was sad that he gave his son his dream vacation by taking him to New York but they met with tragedy that forever changed them. I think none of them could ever get over what happened there, they moved on in their own way but how do you fully come back from something like that? Listening to Isabel tell Rigo goodbye was one of the most beautiful things I've heard. Everything she says to him is the truth, we live on in others and when we die, we are still here, in them. It was very touching and when she hugged him but it showed him as a little boy, I could relate. She will forever be his mother, even if she is not there is person and he will always be her child, that doesn’t change, even when we die.",5.0,"Untitled. It was good. Many people who left a one star review of this movie obviously didn't even watch it and this is not the type of movie you can tell what the rest of the movie will give you just by watching the first hand full of minutes. **Spoilers** Yes the whole Samuel L. Jackson thing was strange, but after you get past that, it gets better. And if you watch it you’ll see how they dress up as Pulp Fiction characters and they watch Pulp Fiction in the movie, maybe if you don’t get this movie, you wouldn’t get that because you certainly wouldn’t appreciate Tarantino movies if you find so much fault with Life Itself. That being said, this movie moves through the lives of many people who are connected. There is a lot of death but death is part of life and I guess I focused more on the living and loving part. The love story of Sergio and Isabel is beautiful but somewhat tragic, he felt he couldn’t give her or his son what they needed so he left. It was sad that he gave his son his dream vacation by taking him to New York but they met with tragedy that forever changed them. I think none of them could ever get over what happened there, they moved on in their own way but how do you fully come back from something like that? Listening to Isabel tell Rigo goodbye was one of the most beautiful things I've heard. Everything she says to him is the truth, we live on in others and when we die, we are still here, in them. It was very touching and when she hugged him but it showed him as a little boy, I could relate. She will forever be his mother, even if she is not there is person and he will always be her child, that doesn’t change, even when we die.",Untitled,review
B07HFL11VJ,Boring and uneventful,"I was excited for this movie, lots of actors that I usually enjoy. But it was just so boring and the acting just wasn’t good. The whole idea of this movie was cute and could have been a lot better but it just wasn’t delivered in a manner that held my attention.",2.0,"Untitled. Boring and uneventful. I was excited for this movie, lots of actors that I usually enjoy. But it was just so boring and the acting just wasn’t good. The whole idea of this movie was cute and could have been a lot better but it just wasn’t delivered in a manner that held my attention.",Untitled,review
B018JG8FX0,Nice Christmas movie,"I liked this movie. It is innocent and it shows what the kindness of strangers can bring. The Montgomery family is like a lot of families, they are not happy but the Tucker family shows them what it means to love each other. I figured out what the secret was when the Tucker boy was talking to the little girl about not making promises he coulnd't keep. And the Tucker daughter had a sadness about her. But it was a neat way to show that forgiveness and love can go a long way and how important our loved ones are.",5.0,"Untitled. Nice Christmas movie. I liked this movie. It is innocent and it shows what the kindness of strangers can bring. The Montgomery family is like a lot of families, they are not happy but the Tucker family shows them what it means to love each other. I figured out what the secret was when the Tucker boy was talking to the little girl about not making promises he coulnd't keep. And the Tucker daughter had a sadness about her. But it was a neat way to show that forgiveness and love can go a long way and how important our loved ones are.",Untitled,review
B07YSZKB62,No way,"So I watched a handful of minutes of this show and just couldn't. The acting was horrible! And do they think by playing cute music it's going to make it any better? I hate when these cheesy movies do that, it just makes it even more unlikeable.",1.0,"Untitled. No way. So I watched a handful of minutes of this show and just couldn't. The acting was horrible! And do they think by playing cute music it's going to make it any better? I hate when these cheesy movies do that, it just makes it even more unlikeable.",Untitled,review
B07FN83ZK1,I'm a sucker for these sappy movies,"I like any movie Hilarie Burton is in, I really like her. This movie is like most  Hallmark movies and they are my guilty pleasure. I liked seeing all the food in the movie and love how the characters come together. I've watched this movie several times and I am sure I'll watch it several more. I like movies that have happy endings and Hallmark certainly is the place to go for that.",5.0,"Untitled. I'm a sucker for these sappy movies. I like any movie Hilarie Burton is in, I really like her. This movie is like most Hallmark movies and they are my guilty pleasure. I liked seeing all the food in the movie and love how the characters come together. I've watched this movie several times and I am sure I'll watch it several more. I like movies that have happy endings and Hallmark certainly is the place to go for that.",Untitled,review
B008Y7IUBM,Will always be a favorite,"I loved this movie when I was a kid and I still love it now. It's one of those movies that I can sit and watch and find enjoyment out of it each and every time. I like all of the actors in it and it holds up after all these years. I was the same age as the boys when I first saw it. I am sure many of the people who left 1 star reviews of this movie would gasp at that. But I was mature enough to get it, I feel it's a coming of age movie and maybe kids today are just too fragile to get it, not sure but it certainly doesn't deserve a 1 star review.  That being said, all the boys did a fine job acting in it. I was in a group of 4 girls that reminded me of the four boys in the movie. We all came from somewhat different families but yet were best friends. I kept in touch with a couple of them throughout school but just like in the movie, you grow apart and that is just life. I always tried to figure out who out of all of us could relate the most to the boys in the movie, I found myself doing it again as I sat and watched it as an adult. In my opinion the best adapted Stephen King story.",5.0,"Untitled. Will always be a favorite. I loved this movie when I was a kid and I still love it now. It's one of those movies that I can sit and watch and find enjoyment out of it each and every time. I like all of the actors in it and it holds up after all these years. I was the same age as the boys when I first saw it. I am sure many of the people who left 1 star reviews of this movie would gasp at that. But I was mature enough to get it, I feel it's a coming of age movie and maybe kids today are just too fragile to get it, not sure but it certainly doesn't deserve a 1 star review. That being said, all the boys did a fine job acting in it. I was in a group of 4 girls that reminded me of the four boys in the movie. We all came from somewhat different families but yet were best friends. I kept in touch with a couple of them throughout school but just like in the movie, you grow apart and that is just life. I always tried to figure out who out of all of us could relate the most to the boys in the movie, I found myself doing it again as I sat and watched it as an adult. In my opinion the best adapted Stephen King story.",Untitled,review
B087NBS416,Love Jane Goodall,I love anything to do with Jane Goodall. She is a wonderful person who has devoted her life to a very important cause. I like listening to her talk and to hear her point of view of what our climate is doing at this time. She is truly one of the most inspiring people of our time!,5.0,Untitled. Love Jane Goodall. I love anything to do with Jane Goodall. She is a wonderful person who has devoted her life to a very important cause. I like listening to her talk and to hear her point of view of what our climate is doing at this time. She is truly one of the most inspiring people of our time!,Untitled,review
B07N9KV8BX,Turned it off after a few of minutes,"I should have known that this was a bad movie when there is nearly as many 1 star reviews as 5. Also when within the first few minutes of a movie there is a scene with the woman standing in her bra and underwear and the camera is placed looking down her breasts but yet the man next to her is fully clothed  I can tell it's probably going to be something that I wouldn't enjoy becuase I like movies that actually make you think and have some depth. It felt like the beginning of a cheap porno and maybe from some of the reviews I'm now reading, that analogy isn't too far off!",1.0,"Untitled. Turned it off after a few of minutes. I should have known that this was a bad movie when there is nearly as many 1 star reviews as 5. Also when within the first few minutes of a movie there is a scene with the woman standing in her bra and underwear and the camera is placed looking down her breasts but yet the man next to her is fully clothed I can tell it's probably going to be something that I wouldn't enjoy becuase I like movies that actually make you think and have some depth. It felt like the beginning of a cheap porno and maybe from some of the reviews I'm now reading, that analogy isn't too far off!",Untitled,review
B085GL1T2R,Love this holiday movie,"I really like the whole cast. Anything with Diane Keaton is always a favorite for me. Anyway, this movieI is good enough. I don't think most sitting down to watch this is going to expect an Oscar worthy plot or anything, it's just a decent Christmas time movie. It shows the flaws of each of the family members as they work through some of their issues with being home for the holidays.",4.0,"Untitled. Love this holiday movie. I really like the whole cast. Anything with Diane Keaton is always a favorite for me. Anyway, this movieI is good enough. I don't think most sitting down to watch this is going to expect an Oscar worthy plot or anything, it's just a decent Christmas time movie. It shows the flaws of each of the family members as they work through some of their issues with being home for the holidays.",Untitled,review
B07ZS3C4BP,Horrible,"What is the point of a movie starting like this? Is it supposed to hook you in? I have no idea how this movie has the reviews it has. I couldn't stand the opening scene, as I continued to watch, I really couldn't waste my time. The main actress is ridiculous and this type of movie is a struggle to get through.",1.0,"Untitled. Horrible. What is the point of a movie starting like this? Is it supposed to hook you in? I have no idea how this movie has the reviews it has. I couldn't stand the opening scene, as I continued to watch, I really couldn't waste my time. The main actress is ridiculous and this type of movie is a struggle to get through.",Untitled,review
B08FF98J5B,Pretty bad,"So how many times is this movie going to be done? We've all seen it, college friends, reunite for an event. All their troubles of the past come out and so on and so on. None of them have really changed, they continue to be who they always were and that is it. Nothing really happens. This wasn't funny, it was romantic and it wasn't good!",1.0,"Untitled. Pretty bad. So how many times is this movie going to be done? We've all seen it, college friends, reunite for an event. All their troubles of the past come out and so on and so on. None of them have really changed, they continue to be who they always were and that is it. Nothing really happens. This wasn't funny, it was romantic and it wasn't good!",Untitled,review
B07F45KGN3,Great story,"I loved this movie! All of the actors did a great job and it left me feeling good. I think there needs to be more movies like this. It was relateable, wasn't full of foul language but not too wholesome that it only appeals to a certain group. There are many people who find themselves starting their own lives after they've raised their family and it's hard and scary but this movie shows how you can find new friends and find true happiness, life doesn't always go how we plan it.",5.0,"Untitled. Great story. I loved this movie! All of the actors did a great job and it left me feeling good. I think there needs to be more movies like this. It was relateable, wasn't full of foul language but not too wholesome that it only appeals to a certain group. There are many people who find themselves starting their own lives after they've raised their family and it's hard and scary but this movie shows how you can find new friends and find true happiness, life doesn't always go how we plan it.",Untitled,review
B07R9678F7,No way,"I love Christmas movies and I've found myself watching a lot of them even though it's only September. I've watched some pretty cheesy ones but this one was just awful from the get go! The very beginning was annoying and then the opening scene with the main character told me what I needed to know. I know this is really petty but her voice was horrible and her acting was just as bad. I couldn't handle this movie after seeing what it was going to be about, it was clear it wasn't worth wasting any more time on so I turned it off.",1.0,"Untitled. No way. I love Christmas movies and I've found myself watching a lot of them even though it's only September. I've watched some pretty cheesy ones but this one was just awful from the get go! The very beginning was annoying and then the opening scene with the main character told me what I needed to know. I know this is really petty but her voice was horrible and her acting was just as bad. I couldn't handle this movie after seeing what it was going to be about, it was clear it wasn't worth wasting any more time on so I turned it off.",Untitled,review
B088GLWX9S,I liked it,"This kept being recommended for me to watch on Prime so I finally took the time to watch it. I'm glad I did. I really liked each actor. I can relate to Lily with her struggles with loss. It's hard to process, especially the loss of such a beloved pet, they love us unlike other humans so when they die, it can be much harder to work through. I love how sweet and open the niece is, she was what I think Lily needed at the time of her mourning. This is a lower budget film so the acting and the filming might not be what a lot of people expect but I don't think it neede to be to get the point across.",5.0,"Untitled. I liked it. This kept being recommended for me to watch on Prime so I finally took the time to watch it. I'm glad I did. I really liked each actor. I can relate to Lily with her struggles with loss. It's hard to process, especially the loss of such a beloved pet, they love us unlike other humans so when they die, it can be much harder to work through. I love how sweet and open the niece is, she was what I think Lily needed at the time of her mourning. This is a lower budget film so the acting and the filming might not be what a lot of people expect but I don't think it neede to be to get the point across.",Untitled,review
B01MRK7FWF,This was horrible,"What a horrible movie. What's the point in movies like this? All it is, is watching people talk back and forth about nothing. There’s no chemistry between any of the characters and like you’re supposed to care about these people who the creator spent no time in developing. I should’ve known by how stupid the first scene was, it went on way too long, just like every other scene in this lame movie. I’m ashamed to admit I watched for 40 minutes before turning it off!",1.0,"Untitled. This was horrible. What a horrible movie. What's the point in movies like this? All it is, is watching people talk back and forth about nothing. There’s no chemistry between any of the characters and like you’re supposed to care about these people who the creator spent no time in developing. I should’ve known by how stupid the first scene was, it went on way too long, just like every other scene in this lame movie. I’m ashamed to admit I watched for 40 minutes before turning it off!",Untitled,review
B08417BK5F,Good show,"This show is good, I enjoy seeing the end result. Some say that Ben is starting to act like Chip Gaines, I don't think he's near as bad. I think it's clear Ben is a kind and generous person. He always thinks of something nice to make for the homeowners and he puts his heart into it. I'm starting to not like Erin as much. She reminds us how Ben didn't have the same upbrining as her and we get it, she had a great upbringing and she can call the little town she is helping make better home, we get it. But home is where you make it and we cannot help where we come from. I've just noticed a few times she's made little comments and it gets on my nerves. That being said, they have their own way of doing things, I like that Erin seems to do things in a way that most of us could possibly afford. I look forward to seeing the coming seasons and seeing how much they grow with the show.",4.0,"Untitled. Good show. This show is good, I enjoy seeing the end result. Some say that Ben is starting to act like Chip Gaines, I don't think he's near as bad. I think it's clear Ben is a kind and generous person. He always thinks of something nice to make for the homeowners and he puts his heart into it. I'm starting to not like Erin as much. She reminds us how Ben didn't have the same upbrining as her and we get it, she had a great upbringing and she can call the little town she is helping make better home, we get it. But home is where you make it and we cannot help where we come from. I've just noticed a few times she's made little comments and it gets on my nerves. That being said, they have their own way of doing things, I like that Erin seems to do things in a way that most of us could possibly afford. I look forward to seeing the coming seasons and seeing how much they grow with the show.",Untitled,review
B08113WVBS,Good content but....,"This is a decent documentary. It's about a young man named Welles Remy Crowther, he was an equities trader who worked in the South Tower at WTC.  It’s very sad and it shows how unbelievably heart wrenching 9/11 was. Welles was a hero! In the short time he was on this earth he lived a life that most of us could only strive for. He was giving, and seemed to make a lot of those who knew him happy. He rescued so many grateful people that horrible day. It seems that Welles could have gotten out to safety and could still be alive today, but gallantly went back, up and down the staircases numerous times to lead people to the stairwells. Like I said, he was a hero!<br /><br />Now not to be too petty; this documentary had good content but for me it was ruined by having Gwenyth Paltrow narrate it. She did a horrible job and kind of ruined it for me and it was all I could do to make it through it in its entirety. But that being said, I will never look at a red bandana without thinking of Welles and what he did that Tuesday morning.",3.0,"Untitled. Good content but..... This is a decent documentary. It's about a young man named Welles Remy Crowther, he was an equities trader who worked in the South Tower at WTC. It’s very sad and it shows how unbelievably heart wrenching 9/11 was. Welles was a hero! In the short time he was on this earth he lived a life that most of us could only strive for. He was giving, and seemed to make a lot of those who knew him happy. He rescued so many grateful people that horrible day. It seems that Welles could have gotten out to safety and could still be alive today, but gallantly went back, up and down the staircases numerous times to lead people to the stairwells. Like I said, he was a hero!<br /><br />Now not to be too petty; this documentary had good content but for me it was ruined by having Gwenyth Paltrow narrate it. She did a horrible job and kind of ruined it for me and it was all I could do to make it through it in its entirety. But that being said, I will never look at a red bandana without thinking of Welles and what he did that Tuesday morning.",Untitled,review
B01HCKHF4E,This season ruined it,"This started out as a good, solid show. It showed how horrible children are treated who are in the system. It showed how people can learn to be more tolerant of a lot of things and just more accepting in general. But as it goes from season to season it gets more and more far fetched. Season 4 is really hard to watch. While there are still a lot of important issues that they attempt to cover, it gets old how out there it is.<br /><br />As soon as he's in the picture, everyone treats Robert horribly and that continues throughout this season and into season 5. Robert is Callie's biological father with money, there is no judge that would not have given him custody the minute it was learned that he existed, Jude or no Jude.  The way Stef and Lena treat him is horrible and it gets old to watch that. Rita is the only one who acted logically regarding Robert.<br /><br />And how many times is Callie really going to mess up and end up in juvie, or back at GU or in prison? Come on now. And Mariana is a spoiled brat who actually comes across as kind of a horrible person. Brandon is no longer a likable guy and Jude is just annoying with his boyfriend and how they are laughing and acting like idiots being high all the time. And I can't even on Jesus. I was hoping this show would keep up with what it started with, I know drama shows like this can change a lot and become unbelievable, I was just hoping due to how strong this one started, it would keep it up. And it is also no longer on so I guess none of this matters anyway.",3.0,"Untitled. This season ruined it. This started out as a good, solid show. It showed how horrible children are treated who are in the system. It showed how people can learn to be more tolerant of a lot of things and just more accepting in general. But as it goes from season to season it gets more and more far fetched. Season 4 is really hard to watch. While there are still a lot of important issues that they attempt to cover, it gets old how out there it is.<br /><br />As soon as he's in the picture, everyone treats Robert horribly and that continues throughout this season and into season 5. Robert is Callie's biological father with money, there is no judge that would not have given him custody the minute it was learned that he existed, Jude or no Jude. The way Stef and Lena treat him is horrible and it gets old to watch that. Rita is the only one who acted logically regarding Robert.<br /><br />And how many times is Callie really going to mess up and end up in juvie, or back at GU or in prison? Come on now. And Mariana is a spoiled brat who actually comes across as kind of a horrible person. Brandon is no longer a likable guy and Jude is just annoying with his boyfriend and how they are laughing and acting like idiots being high all the time. And I can't even on Jesus. I was hoping this show would keep up with what it started with, I know drama shows like this can change a lot and become unbelievable, I was just hoping due to how strong this one started, it would keep it up. And it is also no longer on so I guess none of this matters anyway.",Untitled,review
